date,iphone,overlap
2019-10-16,26.0,
2019-10-17,26.0,
2019-10-18,27.0,
2019-10-19,29.0,
2019-10-20,29.0,
2019-10-21,26.0,
2019-10-22,24.0,
2019-10-23,24.0,
2019-10-24,24.0,
2019-10-25,25.0,
2019-10-26,28.0,
2019-10-27,27.0,
2019-10-28,25.0,
2019-10-29,25.0,
2019-10-30,24.0,
2019-10-31,24.0,
2019-11-01,25.0,
2019-11-02,28.0,
2019-11-03,29.0,
2019-11-04,24.0,
2019-11-05,24.0,
2019-11-06,24.0,
2019-11-07,24.0,
2019-11-08,24.0,
2019-11-09,27.0,
2019-11-10,28.0,
2019-11-11,24.0,
2019-11-12,24.0,
2019-11-13,24.0,
2019-11-14,24.0,
2019-11-15,24.0,
2019-11-16,28.0,
2019-11-17,28.0,
2019-11-18,25.0,
2019-11-19,24.0,
2019-11-20,25.0,
2019-11-21,25.0,
2019-11-22,25.0,
2019-11-23,28.0,
2019-11-24,28.0,
2019-11-25,26.0,
2019-11-26,27.0,
2019-11-27,26.0,
2019-11-28,29.0,
2019-11-29,34.0,
2019-11-30,32.0,
2019-12-01,30.0,
2019-12-02,27.0,
2019-12-03,26.0,
2019-12-04,25.0,
2019-12-05,24.0,
2019-12-06,25.0,
2019-12-07,28.0,
2019-12-08,28.0,
2019-12-09,25.0,
2019-12-10,24.0,
2019-12-11,24.0,
2019-12-12,24.0,
2019-12-13,24.0,
2019-12-14,27.0,
2019-12-15,28.0,
2019-12-16,25.0,
2019-12-17,26.0,
2019-12-18,24.0,
2019-12-19,25.0,
2019-12-20,25.0,
2019-12-21,28.0,
2019-12-22,30.0,
2019-12-23,27.0,
2019-12-24,30.0,
2019-12-25,38.0,
2019-12-26,34.0,
2019-12-27,31.0,
2019-12-28,30.0,
2019-12-29,30.0,
2019-12-30,28.0,
2019-12-31,26.0,
