ip1,ip2,output
22.74,3.05,96.40
19.93,3.58,75.70
18.93,3.83,96.40
18.04,4.22,83.37
17.03,4.88,85.17
16.05,5.67,83.99
15.18,6.47,72.95
14.41,7.25,77.59
13.72,7.99,78.56
13.07,8.76,80.15
12.49,9.48,78.70
11.94,10.26,79.50
11.46,11.11,80.11
11.01,12.01,78.52
10.67,12.83,77.72
12.92,11.46,51.61
16.75,9.25,46.26
20.70,7.35,58.34
25.25,5.14,79.21
27.44,4.19,69.53
28.00,4.04,53.95
27.58,4.11,46.92
26.59,4.26,47.40
25.04,4.54,47.29
21.88,5.37,43.62
18.86,6.30,37.04
17.63,6.57,70.04
16.58,6.76,79.58
15.62,7.08,81.56
14.75,7.51,75.22
13.98,7.93,76.87
13.27,8.25,74.43
12.58,8.51,75.22
11.94,8.74,74.96
11.29,8.98,75.39
10.69,9.22,75.75
10.14,9.51,77.16
9.65,9.85,77.72
9.26,10.24,75.60
11.56,8.95,43.20
15.80,7.02,83.40
19.67,5.55,125.06
24.42,3.46,130.61
26.76,2.47,130.49
27.37,2.27,137.88
27.13,2.25,113.14
26.12,2.28,115.36
24.20,2.41,123.01
19.86,3.77,114.49
17.50,4.14,88.12
16.59,3.96,90.69
15.75,3.89,79.07
14.97,3.83,82.21
14.25,3.90,246.02
13.58,3.94,76.99
12.94,4.05,80.38
12.33,4.11,76.93
11.75,4.28,76.87
11.21,4.36,78.46
10.65,4.63,19.66
10.09,4.64,79.50
9.55,5.01,77.36
9.10,4.69,74.23
11.38,4.73,37.71
16.02,3.49,86.77
19.70,1.79,98.98
24.18,1.05,128.75
27.58,0.77,125.00
28.56,0.92,146.42
28.40,1.18,130.81
27.35,1.39,120.36
25.02,1.62,136.87
20.36,3.02,127.40
17.95,3.01,98.39
16.92,2.71,94.76
16.00,2.55,74.38
15.11,2.50,80.63
14.30,2.52,87.03
13.55,2.56,83.40
12.81,2.66,75.48
12.06,2.89,76.26
11.33,3.25,78.89
10.61,3.82,79.07
9.96,4.53,80.34
9.36,5.28,84.17
8.89,5.96,77.66
8.58,6.39,81.37
11.01,5.77,48.60
15.66,4.27,83.00
19.34,3.32,96.40
23.99,2.49,121.79
27.29,2.23,120.94
28.08,2.50,138.90
27.79,2.73,129.70
26.73,2.87,110.54
24.81,3.04,121.53
20.35,3.73,115.64
17.54,4.05,100.05
16.40,4.00,96.99
15.37,4.05,79.84
14.47,4.21,79.77
13.62,4.43,73.21
12.84,4.66,74.86
12.08,4.95,73.20
11.35,5.32,74.16
10.67,5.74,75.83
9.97,6.10,77.23
9.28,6.39,76.18
8.59,6.65,80.91
7.94,6.86,81.37
7.38,7.01,83.41
9.60,6.02,24.48
13.99,4.46,91.52
17.82,3.44,87.69
22.62,2.43,124.72
26.04,1.93,117.72
27.00,1.90,150.99
26.88,1.95,120.34
25.89,2.06,122.95
23.85,2.32,128.22
19.20,3.24,130.29
16.54,3.95,87.48
15.47,4.25,103.08
14.55,4.50,84.72
13.73,4.68,78.42
12.96,4.88,78.75
12.24,5.07,77.17
11.54,5.25,73.98
10.86,5.44,72.87
10.20,5.63,75.04
9.55,5.78,76.01
8.95,5.90,76.01
8.39,5.98,79.31
7.88,6.05,80.15
7.48,6.07,81.78
9.88,5.55,48.85
14.60,4.36,86.20
18.13,2.92,106.01
22.55,2.13,140.11
25.78,1.60,129.26
26.79,1.43,120.94
26.67,1.38,121.24
25.76,1.38,112.96
23.77,1.46,130.15
19.62,3.41,115.61
17.57,3.68,96.52
16.78,2.96,104.65
16.08,3.36,95.82
15.44,2.85,86.98
14.85,3.37,87.03
15.27,3.14,81.78
14.80,3.57,73.13
14.26,2.91,76.69
14.43,3.18,77.05
14.42,2.96,78.64
14.56,3.68,78.03
14.77,5.88,79.01
14.66,8.63,78.89
14.41,10.99,78.70
15.02,12.69,42.60
16.03,14.90,76.80
17.62,17.18,102.25
20.73,14.81,111.35
23.86,7.35,100.15
25.21,5.94,108.94
25.45,6.11,105.78
24.86,6.66,71.39
23.82,7.29,89.79
21.55,8.53,67.48
19.34,9.97,64.18
18.78,10.43,83.39
18.23,10.79,77.48
17.48,11.31,83.40
16.78,12.83,76.51
16.24,15.89,80.67
15.76,20.89,79.77
14.96,26.68,80.67
13.94,32.30,81.48
13.12,37.28,79.87
12.52,40.87,83.75
12.01,43.32,88.27
11.50,45.05,96.07
11.08,46.05,91.33
12.14,45.06,40.46
13.66,46.19,60.72
14.42,46.97,78.01
15.81,44.66,78.64
16.74,45.66,79.23
17.31,44.76,78.45
17.42,44.60,74.05
17.42,44.66,60.31
17.20,46.29,47.77
16.59,48.73,54.94
16.18,48.27,53.21
16.08,52.16,90.95
16.04,48.65,87.86
15.85,59.52,88.06
15.80,49.37,83.18
15.07,59.53,98.08
14.11,57.42,88.68
13.33,60.80,91.99
12.79,54.33,90.54
12.28,53.80,92.63
11.80,56.10,93.68
11.48,57.89,94.10
11.25,59.81,98.89
11.14,61.91,89.51
12.85,59.43,64.36
15.39,57.44,92.08
18.90,49.01,114.93
21.53,41.29,126.85
22.90,37.81,111.83
23.29,36.43,109.57
23.30,35.67,115.57
22.74,36.05,99.12
21.54,37.35,104.39
19.11,43.98,112.69
17.14,47.78,82.00
16.40,48.60,92.10
15.70,49.85,72.80
15.07,51.08,71.39
14.52,52.21,68.13
14.02,53.20,70.16
13.54,54.11,67.56
13.03,54.98,66.03
12.53,55.40,65.89
11.99,55.24,70.49
11.43,54.46,72.05
10.87,53.36,74.52
10.36,51.77,73.73
9.98,50.00,79.73
11.83,44.21,36.16
14.89,35.95,77.22
19.16,29.50,92.26
23.35,25.74,111.59
25.07,23.89,114.18
25.86,22.52,110.81
25.90,21.90,108.16
25.17,22.18,118.86
23.62,23.58,100.98
20.53,29.84,112.69
18.34,32.93,71.56
17.45,33.17,90.69
16.62,31.46,66.60
15.74,30.42,73.16
14.87,27.98,69.06
13.93,25.98,69.88
12.99,24.51,68.29
12.11,23.70,71.04
11.30,23.38,71.82
10.55,23.67,71.72
9.90,24.01,72.67
9.38,24.21,71.60
8.95,24.37,74.52
8.60,24.71,76.33
10.65,22.74,46.58
14.19,17.42,78.66
17.99,14.68,101.48
22.50,9.97,110.46
24.43,8.71,116.85
25.26,8.10,98.05
25.30,7.81,103.59
24.51,7.88,99.84
22.82,8.57,112.73
18.92,13.82,108.67
16.37,17.16,86.52
15.36,17.38,84.34
14.42,17.76,77.88
13.54,18.14,77.22
12.73,18.34,71.21
11.88,18.63,66.95
11.05,18.95,65.87
10.21,19.45,65.28
9.48,19.83,65.28
8.85,20.47,65.74
8.25,20.82,68.81
7.74,21.29,66.79
7.25,22.15,74.43
6.80,24.27,75.90
9.00,23.43,38.72
13.21,15.39,78.23
16.88,12.67,86.73
21.48,8.18,108.40
24.12,5.55,99.66
25.19,4.86,94.53
25.30,4.52,90.27
24.41,4.57,95.35
22.31,5.46,94.06
17.93,13.70,87.05
15.57,14.49,83.72
14.55,13.91,68.19
13.64,13.32,68.60
12.78,13.76,70.89
12.02,12.68,59.23
11.62,12.16,59.04
11.50,12.70,58.15
11.18,12.53,59.65
10.80,13.08,58.09
10.46,13.70,60.21
10.16,13.88,60.01
9.86,14.75,60.01
9.66,14.34,66.35
9.51,16.54,66.34
11.13,16.26,49.92
14.16,12.72,74.70
16.71,6.68,274.18
20.54,5.39,124.72
22.92,5.03,129.12
23.63,5.17,117.15
23.74,5.30,113.67
23.04,5.64,103.59
21.28,6.84,103.08
17.61,13.20,112.69
15.30,14.18,83.00
14.20,13.96,73.21
13.28,13.72,72.27
12.38,13.10,75.29
11.48,12.65,69.22
10.59,12.48,70.16
9.78,10.45,64.82
9.02,10.26,66.03
8.30,9.47,64.66
7.49,9.60,67.90
6.64,10.14,69.13
5.82,10.99,68.36
5.10,11.95,65.13
4.58,12.44,72.43
6.85,11.56,46.92
11.08,7.08,82.21
14.87,5.35,125.08
19.47,3.98,122.67
22.36,2.72,115.66
23.52,2.44,114.83
23.69,2.30,94.95
22.81,2.31,91.81
20.79,2.67,108.09
16.32,6.45,88.50
13.85,8.15,57.96
12.89,8.31,61.50
11.98,8.44,53.17
11.21,8.19,61.96
10.47,8.02,56.54
9.84,7.68,59.51
9.24,7.31,58.02
8.63,7.09,58.90
8.03,7.42,55.65
7.63,8.30,57.14
7.24,8.70,61.11
6.68,10.03,60.49
6.17,7.63,67.13
5.79,10.46,72.43
8.04,11.45,60.54
12.49,7.23,65.28
15.87,3.29,79.96
20.84,2.22,86.17
23.91,1.60,54.34
24.87,1.49,53.15
24.85,1.49,56.20
23.93,1.58,56.07
21.61,2.23,57.41
17.13,9.69,63.60
14.97,11.82,51.37
14.13,7.90,78.64
14.12,7.67,72.08
14.13,11.24,73.20
13.36,7.20,76.51
12.04,8.85,72.43
11.09,7.14,70.88
10.41,8.32,70.33
9.79,7.02,69.75
9.22,8.80,69.29
8.71,7.62,73.01
8.26,7.86,74.59
7.84,7.96,74.69
7.55,7.26,71.38
9.84,10.56,60.54
14.25,14.30,65.28
17.97,4.09,79.96
22.14,1.87,86.17
24.49,1.07,54.34
25.35,0.95,124.75
25.31,0.92,120.07
24.28,0.92,108.88
21.78,1.23,116.28
16.86,7.05,113.95
14.37,5.91,72.67
13.29,5.19,72.89
12.38,4.72,53.62
11.54,4.94,55.94
10.82,5.12,53.69
10.16,5.86,51.61
9.49,6.31,52.47
8.83,7.00,54.55
8.18,7.43,50.38
7.57,8.10,51.73
6.98,9.85,56.79
6.44,10.52,55.30
5.91,12.57,55.78
5.49,13.84,57.82
7.79,13.46,43.49
12.55,11.45,73.69
16.24,7.26,112.18
20.90,5.40,132.10
24.37,2.78,126.85
25.39,2.18,160.43
25.40,2.00,121.52
24.35,2.02,106.87
21.87,2.60,113.41
17.14,9.93,107.75
14.79,10.84,81.78
13.82,6.41,87.21
12.94,7.46,62.70
12.14,7.89,54.43
11.38,8.70,51.98
10.69,7.29,51.61
10.02,8.86,50.64
9.38,6.74,52.22
8.75,8.04,47.31
8.16,7.74,49.88
7.63,8.13,58.64
7.14,7.70,56.52
6.72,8.08,60.54
6.41,7.49,63.30
8.82,8.33,45.49
13.63,6.09,82.58
17.30,2.73,84.09
21.61,2.01,120.94
24.81,1.09,120.06
25.65,1.10,99.36
25.52,1.22,97.23
24.45,1.34,95.40
22.13,1.70,108.56
17.41,5.19,113.55
14.98,5.90,81.42
13.94,6.07,66.88
13.00,5.56,60.47
12.14,6.17,56.54
11.39,5.63,57.69
10.68,6.37,54.78
10.01,5.81,56.13
9.34,5.86,56.26
8.70,5.43,56.52
8.03,6.24,55.30
7.41,5.65,55.91
6.88,5.64,56.66
6.41,5.62,58.98
6.05,5.74,54.68
8.40,5.41,42.51
13.11,2.89,26.53
16.70,1.74,74.16
21.57,1.05,70.35
23.76,1.01,56.39
24.67,1.14,35.57
24.64,1.32,36.76
23.65,1.46,42.79
21.46,1.76,52.51
16.63,4.69,48.02
14.18,5.17,46.38
13.21,4.54,49.42
12.33,3.85,60.31
11.51,3.37,60.62
10.80,2.99,59.72
10.13,2.77,56.07
9.47,2.68,53.66
8.76,2.75,53.44
8.10,3.01,54.17
7.32,3.76,53.45
6.63,4.73,53.33
6.11,5.70,51.11
5.72,6.56,52.47
5.45,7.28,62.08
7.85,6.87,37.80
12.16,5.03,77.26
16.04,4.27,90.34
20.74,4.06,123.53
23.36,3.76,114.23
24.41,3.38,114.23
24.56,3.24,105.02
23.76,3.44,102.41
21.95,4.12,112.79
17.67,6.32,117.71
14.86,8.54,86.98
13.90,9.80,65.76
13.09,11.02,66.93
12.30,12.34,67.97
11.46,13.89,67.53
10.59,15.77,66.95
9.74,17.96,59.09
8.94,20.34,60.40
8.25,22.59,59.65
7.55,24.71,55.52
6.95,26.28,56.26
6.47,27.22,58.23
6.02,27.63,54.68
5.68,27.69,62.40
7.99,23.08,36.51
12.02,17.35,91.81
16.08,13.12,111.32
21.16,9.96,118.31
23.89,8.18,153.99
24.84,7.07,104.94
24.86,6.60,83.20
23.98,6.62,79.21
22.22,7.21,87.61
17.87,10.75,82.61
15.35,12.70,59.72
14.33,13.73,68.77
13.45,14.19,58.24
12.64,15.26,62.85
11.86,15.01,61.47
11.13,15.55,58.43
10.42,16.25,56.94
9.76,16.90,58.57
9.13,17.54,56.26
8.51,18.09,55.30
7.92,18.62,54.94
7.38,19.14,65.13
6.90,19.57,62.23
6.52,19.88,59.51
8.82,17.17,34.28
13.19,12.86,50.28
16.99,9.90,65.06
21.76,7.03,78.28
24.29,5.70,75.34
25.15,5.19,104.94
25.10,5.02,43.62
24.12,5.16,38.40
22.08,5.75,40.41
17.49,9.60,41.80
14.99,11.41,40.30
13.94,10.74,47.77
13.00,13.14,63.56
12.16,12.24,61.81
11.35,14.00,65.56
10.59,12.70,59.37
9.84,13.85,56.94
9.15,13.27,56.52
8.44,13.90,55.30
7.76,13.97,55.42
7.11,14.46,57.54
6.47,15.08,67.59
5.90,15.65,65.89
5.47,16.12,61.33
7.82,14.40,47.89
12.31,10.65,75.24
16.14,8.06,103.33
21.58,5.50,136.87
23.73,4.71,125.89
24.61,4.30,123.30
24.62,4.14,110.14
23.71,4.22,100.30
21.61,4.85,116.57
16.90,10.32,118.00
14.49,11.52,104.51
13.46,9.36,83.93
12.55,11.10,103.67
11.68,10.14,62.85
10.86,12.01,62.40
10.12,11.17,61.04
9.41,12.71,55.47
8.75,11.73,56.39
8.13,13.06,54.91
7.57,12.28,60.68
7.07,13.10,63.43
6.56,12.60,64.97
6.10,13.23,59.83
5.73,12.98,55.47
8.06,13.63,54.54
12.57,8.09,81.02
16.32,6.44,101.66
21.32,4.68,127.99
24.30,3.92,530.65
25.23,3.76,115.08
25.21,3.78,114.28
24.24,4.02,104.60
22.04,4.90,100.79
17.47,11.23,92.93
15.11,10.14,91.23
14.13,12.07,72.62
13.25,10.30,65.60
12.43,12.26,73.73
11.65,10.52,74.76
10.92,12.68,66.48
10.20,11.14,67.37
9.53,12.29,69.26
8.86,11.49,66.04
8.20,12.49,69.59
7.56,12.52,69.75
6.96,13.17,66.97
6.46,13.82,72.33
6.06,14.52,62.25
8.44,13.32,55.40
12.99,10.42,85.76
16.84,7.68,93.25
22.09,6.23,109.41
24.07,6.08,123.91
24.83,6.07,119.48
24.83,6.25,105.01
24.00,6.78,105.27
22.30,7.82,100.44
18.28,11.42,110.67
16.00,13.25,98.30
15.21,13.76,87.57
14.53,14.54,95.32
13.91,15.25,59.18
13.32,16.21,59.97
12.74,17.15,63.15
12.16,18.02,57.69
