ip1,ip2,output
33.33,58.65,87.04
33.10,60.03,91.76
32.80,61.52,92.16
32.38,63.99,96.46
32.19,66.53,90.32
32.68,65.98,61.44
33.45,63.98,55.17
34.04,61.86,362.61
33.65,63.65,358.13
33.38,66.52,417.74
33.39,66.35,359.23
33.68,64.29,410.66
34.04,61.11,437.11
34.18,58.72,406.07
34.24,56.87,403.69
34.15,55.73,415.79
33.73,56.05,139.66
32.96,59.06,123.29
32.58,60.22,53.66
32.31,60.35,87.21
32.09,60.52,91.21
31.84,60.91,69.50
31.66,61.38,69.77
31.51,61.37,74.94
31.31,62.37,85.35
31.07,61.55,82.97
30.73,62.68,82.80
30.57,60.82,85.82
31.03,58.57,85.00
32.28,53.84,61.39
33.98,48.57,52.33
36.16,43.24,426.67
39.01,38.25,485.53
40.77,33.95,440.10
42.36,30.43,419.05
42.61,30.30,424.33
41.78,32.30,410.46
40.99,33.99,407.27
39.84,36.20,397.08
39.04,37.10,404.12
38.56,37.08,149.02
37.14,42.17,129.03
36.40,44.85,69.39
35.85,45.14,86.98
35.14,47.15,88.63
34.40,49.78,78.98
33.68,52.48,78.07
33.08,54.81,73.82
32.64,56.32,74.61
32.28,57.45,82.14
32.02,57.83,83.36
31.72,58.08,88.27
32.04,56.24,84.53
33.72,50.28,69.79
35.24,46.19,64.94
36.69,43.05,343.37
38.55,38.03,417.88
39.96,34.92,423.58
41.01,32.66,421.83
41.75,31.04,421.10
40.72,33.97,411.84
39.25,37.60,403.75
37.99,40.94,401.32
36.70,44.51,405.06
35.10,49.66,156.52
33.76,54.94,145.20
33.04,57.71,66.34
32.64,59.12,98.77
32.34,60.06,89.44
32.15,60.71,83.80
31.94,61.56,76.39
31.73,62.23,76.57
31.52,62.86,77.12
31.40,62.48,71.82
31.17,63.14,74.17
30.94,62.51,74.52
31.31,60.78,66.35
33.02,53.64,63.43
34.63,48.23,63.73
36.06,45.54,480.52
37.98,40.49,432.00
39.78,35.91,449.29
40.25,35.79,424.05
39.97,37.31,468.57
39.20,39.98,461.01
37.59,46.03,421.10
35.88,53.12,424.29
34.73,60.99,418.02
33.31,58.91,153.02
32.22,62.12,117.96
31.56,65.79,75.90
31.15,68.26,98.77
30.56,72.53,82.24
30.04,75.70,95.98
29.70,78.02,76.39
29.39,80.04,89.30
29.11,81.72,77.12
28.90,83.02,71.82
28.63,84.77,74.17
28.28,87.12,74.52
28.24,88.32,66.35
28.91,86.26,63.43
29.60,82.22,65.50
29.96,80.35,505.69
29.91,80.13,462.45
30.32,78.20,530.29
30.63,76.28,400.18
30.90,73.75,392.83
31.04,71.16,508.86
31.43,67.41,498.04
31.50,65.17,464.67
31.61,63.39,468.11
31.10,64.00,182.90
30.36,66.93,168.74
29.95,68.51,98.69
29.75,68.93,105.79
29.38,70.70,100.15
29.12,71.70,102.74
28.89,72.92,99.91
28.61,74.10,87.24
28.36,75.31,85.78
28.14,76.31,85.31
27.85,77.56,76.08
27.59,78.40,74.52
28.02,76.45,66.35
30.25,66.05,63.43
32.53,56.86,65.35
34.02,52.98,493.97
36.02,46.27,520.34
38.25,38.78,450.75
40.12,33.24,406.50
41.55,29.39,406.69
42.24,27.07,430.10
41.70,27.50,471.50
40.05,30.81,456.34
38.58,33.15,468.11
37.15,35.61,182.90
35.50,42.34,168.74
34.36,48.51,69.43
33.95,47.58,88.06
32.37,59.68,87.45
31.63,60.61,83.75
30.67,67.05,86.40
30.28,67.61,88.47
29.52,72.01,86.20
29.67,67.00,88.02
29.58,68.65,76.25
29.11,71.36,74.52
29.60,67.41,68.21
30.21,63.69,63.43
30.23,65.56,65.35
30.16,68.65,512.44
31.92,65.89,67.44
32.59,67.59,82.24
33.00,66.76,92.61
33.43,65.99,70.60
33.29,66.00,62.05
33.35,64.57,66.50
33.23,63.48,456.34
32.83,62.34,62.38
32.20,62.81,60.49
31.19,66.93,58.34
30.55,69.16,59.46
29.26,79.00,98.14
29.27,76.59,86.02
28.43,81.91,77.54
28.75,76.61,74.58
28.07,81.29,77.48
28.15,78.81,84.57
27.31,85.17,86.00
27.37,82.40,83.52
26.50,90.11,78.39
27.83,79.44,68.21
30.19,66.75,59.19
33.73,51.37,60.85
36.94,38.70,437.80
39.71,30.78,418.18
41.83,26.31,448.39
43.36,23.61,227.47
44.21,22.06,228.12
44.48,21.35,222.80
44.08,21.63,208.26
43.08,22.84,201.47
41.52,24.93,212.67
39.50,28.06,197.19
37.47,34.21,128.72
36.16,39.44,67.11
35.47,40.04,84.80
34.33,44.13,85.19
33.31,48.70,84.39
32.41,53.56,84.00
31.67,57.59,86.41
31.06,60.94,85.61
30.64,63.36,84.80
30.28,65.39,83.56
30.01,67.05,100.23
30.35,66.41,99.38
32.41,58.63,65.89
34.79,49.66,60.29
35.92,49.04,418.59
36.80,47.27,415.55
37.04,47.22,441.19
36.55,48.72,203.94
35.92,50.75,204.44
35.67,51.71,206.02
35.31,52.58,198.55
35.42,51.17,221.93
35.16,50.19,209.61
34.49,51.07,197.19
33.44,55.73,128.72
32.90,57.39,67.11
32.55,57.53,94.95
32.04,58.86,93.73
31.60,59.80,87.84
31.17,61.14,79.83
30.80,61.87,72.18
30.44,62.36,78.98
30.12,62.44,79.92
29.77,63.12,82.78
29.46,64.19,80.53
29.67,63.69,68.22
30.98,59.07,59.05
32.97,50.93,51.97
35.27,43.19,398.52
37.53,37.21,391.39
39.60,32.70,470.89
41.14,29.79,454.55
42.24,27.71,236.02
42.67,26.70,222.40
42.22,27.11,223.65
40.98,29.22,221.54
39.79,31.02,223.11
38.44,32.99,206.32
36.81,36.71,127.50
35.59,40.08,86.02
34.66,42.60,73.56
33.83,45.28,79.92
33.03,48.40,70.80
32.49,51.29,69.88
31.96,54.30,88.23
31.46,57.26,78.98
31.10,59.45,79.92
30.75,61.12,89.09
30.41,62.75,66.20
30.27,63.87,58.64
30.30,64.80,60.35
30.20,66.05,68.53
30.35,66.37,410.11
30.71,64.76,227.22
31.92,59.04,438.94
34.19,49.75,411.76
35.62,44.09,217.51
35.94,42.28,215.84
35.92,41.74,216.46
35.53,42.53,216.70
34.97,44.02,225.97
34.18,46.64,154.89
33.09,51.27,164.19
32.37,55.10,88.06
31.95,57.53,103.71
31.37,60.81,101.99
30.82,63.78,70.80
30.30,66.69,69.88
29.79,68.96,86.83
29.40,70.42,86.84
29.09,71.65,84.76
28.85,72.56,89.09
28.72,72.82,80.11
28.91,71.94,90.96
29.92,66.98,73.35
31.14,60.71,73.35
32.88,52.57,428.09
36.21,41.77,359.30
38.64,34.79,456.34
40.25,30.82,401.90
41.42,28.20,204.73
42.00,26.87,203.78
41.88,26.89,202.15
40.92,28.82,209.75
38.98,33.43,207.17
37.32,37.42,187.88
35.38,44.13,124.43
33.87,51.59,61.44
32.58,57.84,69.66
31.70,61.69,88.05
31.19,63.68,79.12
30.70,65.56,73.13
30.34,67.00,77.30
29.89,68.81,80.11
29.55,70.21,97.69
29.10,72.29,93.42
28.76,73.83,98.66
29.00,72.92,69.91
31.06,63.37,75.92
33.20,53.70,62.01
35.42,44.69,391.07
37.56,37.08,439.52
39.47,31.82,204.93
40.91,28.30,228.98
41.91,25.96,217.77
42.28,24.85,194.08
42.12,24.66,187.67
41.30,25.79,198.43
39.89,27.95,140.14
38.09,31.15,115.98
36.08,37.25,124.43
35.03,41.28,73.80
34.32,43.37,99.24
33.49,46.39,93.29
32.71,49.61,70.54
31.90,53.65,65.40
31.27,57.14,79.36
30.59,61.13,68.49
30.11,64.15,76.18
29.69,66.92,74.52
29.38,68.82,79.49
29.70,68.11,78.59
32.21,57.25,70.86
34.07,52.21,59.46
34.95,51.45,75.83
36.14,48.39,95.90
37.12,45.54,204.93
37.52,44.39,228.98
37.55,43.82,217.77
37.26,43.93,194.08
36.82,44.34,187.67
36.30,44.84,74.69
35.77,45.05,80.00
34.89,46.26,70.11
32.81,59.20,128.51
32.82,55.73,77.59
30.86,70.82,74.69
30.73,66.89,75.47
30.14,68.13,78.98
30.20,66.20,73.13
29.29,70.89,73.91
30.13,62.47,68.49
29.21,68.34,76.18
29.25,66.66,74.52
29.19,66.22,70.72
29.59,64.68,99.91
31.57,57.53,62.10
33.54,51.84,51.83
34.00,53.21,252.60
34.55,52.64,281.39
34.66,52.86,278.15
34.93,51.81,157.70
35.50,49.97,210.85
35.77,48.35,202.73
35.97,47.03,276.74
35.47,48.42,273.25
34.35,52.42,80.00
33.18,59.17,136.54
31.99,65.62,128.51
31.50,64.52,77.59
31.13,67.36,95.45
30.78,65.31,80.24
30.29,66.80,72.33
29.82,68.26,71.27
29.29,70.45,72.05
28.84,72.37,78.57
28.41,74.31,80.99
28.21,75.21,84.06
28.04,76.12,90.96
28.08,76.27,81.74
28.98,72.52,58.74
30.64,65.14,59.73
33.57,55.87,415.33
35.19,49.49,413.60
37.58,40.66,139.00
39.05,36.06,136.26
39.81,34.17,210.85
39.84,33.93,110.42
39.02,35.91,105.42
37.56,39.40,77.96
36.55,40.85,84.41
35.42,42.26,109.46
33.95,47.78,71.02
33.14,51.11,100.43
32.41,53.95,77.12
31.64,56.70,82.17
31.04,58.76,76.33
30.50,60.76,76.87
30.07,62.23,76.18
29.63,63.72,75.48
29.29,64.79,76.81
28.90,66.08,83.62
28.63,66.83,91.17
28.92,65.83,85.55
31.30,56.65,59.46
34.41,46.13,57.22
36.85,39.94,419.50
38.53,36.30,432.80
39.54,34.30,454.88
40.36,32.46,203.64
41.06,30.78,205.99
41.74,28.85,206.22
41.87,28.21,182.01
40.96,29.88,207.33
39.53,32.38,202.21
38.05,34.65,143.66
36.24,40.84,159.61
35.52,42.98,86.02
34.61,45.95,93.78
33.62,49.91,74.33
32.66,53.97,67.53
31.85,57.54,68.29
31.17,60.73,75.83
30.66,63.02,76.80
30.20,65.41,76.90
29.81,67.66,76.36
28.52,77.43,87.00
29.68,69.44,71.44
32.16,58.55,69.59
34.54,49.80,66.51
35.12,50.31,139.43
35.81,49.46,448.30
35.89,49.61,464.80
35.95,49.61,448.39
36.01,49.25,438.12
36.15,48.32,204.25
36.23,47.44,193.28
36.13,46.75,194.34
35.78,46.44,210.52
34.92,47.99,134.83
33.59,53.64,153.85
33.12,54.56,80.38
32.77,54.63,74.26
32.30,55.60,77.54
31.84,56.93,74.94
31.33,58.59,73.38
30.89,60.11,68.17
30.48,61.55,75.31
30.11,62.95,87.44
29.70,64.40,86.40
29.31,66.04,91.37
29.64,64.78,86.00
31.80,56.68,55.94
34.67,46.88,55.32
36.09,43.47,360.54
37.85,38.82,453.78
39.08,36.01,468.59
40.14,33.66,453.58
41.25,31.14,414.66
42.23,28.67,384.33
42.42,27.78,387.50
41.45,29.07,419.57
39.45,33.23,415.00
36.82,42.24,138.39
33.30,61.45,127.21
33.86,51.37,92.16
33.18,54.36,99.30
33.90,51.04,85.00
32.50,60.87,87.45
32.06,61.04,91.79
30.68,66.98,90.30
31.51,58.90,86.97
30.87,61.42,78.75
30.34,63.41,68.01
29.87,65.07,67.72
30.15,64.19,67.13
32.39,55.33,66.51
34.86,47.11,69.62
36.65,44.64,360.54
38.49,39.85,558.13
39.18,39.20,542.53
39.26,39.50,441.61
38.71,41.48,455.25
38.00,43.53,532.08
37.05,46.11,391.27
35.85,49.36,473.28
34.87,53.81,472.34
33.78,59.27,169.92
32.80,62.80,113.62
32.15,65.64,97.84
31.60,68.26,98.69
31.02,70.98,88.47
30.45,73.72,92.12
30.00,76.14,81.94
29.56,78.59,87.04
29.16,80.83,87.56
28.83,82.81,82.48
28.52,84.76,70.58
28.23,86.68,92.22
28.33,86.78,95.13
29.92,79.19,86.14
32.02,68.43,71.22
33.51,60.44,379.43
34.09,57.26,580.51
34.81,54.54,95.35
35.06,53.32,106.90
35.06,52.59,97.69
34.95,52.04,80.86
34.91,50.88,66.95
34.93,49.37,71.82
34.24,50.96,80.62
33.46,53.82,66.50
32.41,58.49,64.28
31.85,60.71,72.72
31.47,62.20,76.26
31.00,64.74,77.30
30.65,66.85,76.51
30.17,70.18,77.48
29.76,73.18,75.75
29.31,76.44,85.18
28.86,79.58,81.43
28.53,81.97,88.47
28.21,83.95,88.25
28.24,84.74,83.43
29.78,77.30,58.34
31.81,67.83,57.22
32.78,64.43,420.96
33.58,61.21,444.10
34.27,58.07,474.99
34.79,55.33,479.06
35.14,52.95,478.88
35.45,50.74,238.36
35.61,48.70,217.12
35.56,46.98,233.71
35.07,46.60,244.83
33.92,48.81,156.38
32.30,66.20,180.66
30.82,63.06,87.85
31.57,58.11,87.04
30.42,65.52,90.74
30.37,65.25,80.67
29.86,67.70,81.52
29.46,70.34,84.57
28.97,73.99,84.53
28.65,76.27,84.69
28.26,79.36,86.97
28.01,81.24,89.46
28.24,81.34,84.96
30.69,66.48,58.87
32.45,59.56,57.35
33.25,57.93,384.32
34.23,54.16,506.94
35.39,50.08,472.63
36.30,47.01,405.11
36.83,44.96,223.40
37.05,43.82,201.07
36.82,43.92,201.16
36.04,45.74,240.08
34.95,47.93,238.84
33.78,50.10,230.55
32.49,55.06,136.11
31.81,57.40,68.97
31.54,58.24,85.21
31.09,59.78,81.33
30.79,60.30,72.77
30.41,61.39,71.38
30.11,62.13,81.48
29.74,63.49,89.71
29.31,64.99,90.75
29.03,66.38,93.68
28.83,67.47,100.02
28.77,68.48,66.65
29.74,64.78,66.95
32.04,55.24,51.16
35.53,43.47,489.36
38.63,35.00,257.86
40.75,29.85,502.14
42.13,26.74,504.21
43.38,24.37,474.96
43.75,23.47,443.66
43.64,23.33,443.59
42.69,24.46,463.82
41.15,26.68,464.21
37.66,36.28,430.23
34.86,50.87,207.31
34.72,46.16,91.12
33.98,48.14,90.48
34.30,45.08,86.43
34.24,46.95,76.08
33.23,49.63,77.05
32.16,54.45,76.44
31.31,58.65,80.49
30.57,61.83,89.09
30.04,63.62,94.26
29.69,64.65,96.79
29.61,64.64,67.77
30.83,59.83,50.37
32.68,52.40,59.53
34.97,44.29,450.55
37.51,37.27,492.59
39.73,32.05,491.44
41.34,28.62,494.39
42.34,26.62,463.24
42.64,25.83,461.43
42.06,26.46,269.04
40.91,27.99,415.40
39.53,30.09,477.30
37.96,33.03,444.49
36.01,38.35,105.42
34.45,44.09,84.14
33.12,50.69,102.95
32.16,56.04,95.59
31.57,59.06,75.24
31.13,61.13,70.47
30.66,63.05,81.86
30.16,64.94,93.02
29.74,66.47,91.58
29.51,67.21,88.87
29.27,67.85,89.30
29.43,66.89,84.98
31.09,59.89,69.78
33.10,51.89,50.23
34.98,45.30,401.78
37.12,39.10,483.15
39.18,33.96,536.17
40.63,30.85,241.89
40.82,30.83,535.87
40.38,32.00,551.91
39.11,35.53,237.37
38.35,36.79,294.65
37.52,37.59,277.68
36.48,39.64,225.35
35.36,45.63,115.92
34.81,46.39,83.52
34.16,49.83,97.61
33.73,48.97,98.53
32.93,52.75,88.05
32.31,54.54,90.08
31.65,57.51,90.75
31.18,59.64,86.22
30.83,61.36,85.82
30.50,63.04,88.89
30.08,65.11,94.29
30.07,65.73,92.40
31.32,61.10,72.77
32.77,56.39,62.44
33.44,55.90,113.58
33.64,56.73,217.05
33.69,57.35,532.52
33.66,58.35,291.21
33.81,57.68,309.75
33.99,56.60,293.69
33.93,56.12,237.20
33.75,55.90,238.95
33.24,56.76,256.71
32.64,59.50,223.38
30.39,76.41,62.49
29.51,76.62,84.76
29.18,81.31,96.55
29.67,74.92,97.46
29.29,77.57,93.34
28.89,76.80,90.54
28.87,75.05,91.17
28.88,72.21,80.11
28.57,73.81,90.53
28.21,76.20,92.40
27.62,81.17,95.32
27.76,81.75,88.89
31.14,62.47,71.32
33.22,55.84,59.87
34.16,54.45,50.83
35.00,52.22,80.82
36.08,48.39,74.20
37.54,42.89,74.02
38.96,37.13,83.37
39.71,33.92,80.58
39.69,33.31,84.32
38.63,35.14,80.55
37.10,38.46,68.37
35.33,43.47,69.46
33.36,51.41,64.95
32.12,58.65,86.93
31.37,63.64,98.04
30.73,67.42,91.97
30.17,70.25,81.10
29.72,72.70,87.65
29.38,74.63,97.98
29.00,76.93,91.37
28.53,79.57,91.17
28.06,82.64,88.45
27.67,85.26,87.99
27.75,85.45,91.57
30.28,71.47,74.12
32.35,62.85,67.94
33.84,57.28,508.79
35.05,53.03,569.52
36.06,49.31,536.19
36.84,46.28,532.52
37.06,44.52,528.87
37.12,43.07,530.29
36.99,41.81,521.23
36.65,41.18,538.66
35.88,42.12,500.12
34.72,44.82,210.92
33.09,51.54,107.53
32.48,53.93,77.78
32.02,55.66,84.17
31.48,57.84,77.85
30.86,60.65,75.22
30.25,63.63,71.72
29.73,66.74,88.27
29.14,70.67,93.68
28.66,74.30,84.69
28.29,77.25,99.76
27.95,79.75,93.39
28.05,79.86,80.43
30.38,68.58,61.20
33.45,55.64,63.69
34.56,54.40,501.53
35.15,54.47,535.59
35.45,54.09,554.26
35.52,54.08,533.56
35.45,53.90,533.86
35.49,52.50,549.58
35.44,51.08,546.49
35.24,50.09,539.35
35.24,48.25,520.07
34.54,50.46,217.90
33.34,54.54,107.53
32.80,56.24,99.82
32.34,57.91,106.91
31.77,60.32,107.52
31.19,63.03,90.42
30.64,65.77,88.63
30.11,68.38,86.02
29.75,70.32,88.06
29.42,72.43,87.86
28.94,75.66,97.14
28.43,78.52,95.10
28.19,79.86,107.65
28.80,77.07,65.39
30.23,70.06,49.44
32.11,61.76,407.27
34.65,53.79,513.36
35.54,51.94,552.98
35.83,51.50,548.82
35.90,50.76,547.20
36.11,48.70,541.02
36.97,43.96,543.52
37.95,38.21,537.07
37.86,36.41,523.88
36.62,38.98,223.08
34.73,45.55,165.55
34.00,46.76,81.14
33.37,47.19,106.53
32.57,49.28,105.15
31.61,53.08,91.30
30.66,57.88,84.57
29.97,62.42,87.40
29.52,66.45,86.41
29.13,70.12,97.27
28.79,73.15,98.76
28.37,75.80,91.76
28.28,76.58,98.07
29.97,69.05,56.39
32.48,58.92,65.89
34.74,51.69,407.08
35.66,50.76,525.82
36.07,50.12,552.65
36.32,49.45,529.63
36.38,49.23,501.87
36.32,48.80,493.64
36.11,48.19,469.17
36.25,45.91,309.78
36.23,43.92,298.26
35.31,45.54,262.75
33.67,51.14,105.43
33.00,52.97,90.93
32.25,55.90,89.68
31.41,59.77,85.01
30.62,64.02,80.38
29.91,68.16,76.98
29.39,71.20,77.05
28.95,73.82,98.88
28.65,75.75,102.60
28.31,78.09,100.23
28.00,80.13,104.42
27.95,80.84,79.01
29.81,71.81,67.28
32.15,62.01,57.09
33.74,57.37,102.88
34.32,57.41,155.66
34.34,59.16,159.80
34.15,60.59,480.23
33.75,62.56,478.50
32.67,66.04,370.48
32.48,66.40,147.71
32.11,67.55,150.56
31.72,69.22,142.42
31.09,71.04,142.11
30.60,72.20,110.12
30.27,73.04,94.33
29.87,74.78,98.30
29.39,76.94,99.76
28.93,79.11,89.68
28.44,81.36,100.66
27.97,83.53,91.51
27.65,84.90,85.61
27.33,86.30,89.92
27.08,87.38,95.32
26.83,88.61,93.67
26.73,89.42,100.54
27.97,84.31,66.47
30.30,72.34,57.35
31.86,65.34,474.84
32.41,63.79,503.39
32.78,62.39,524.30
33.20,60.56,482.00
33.40,59.08,473.73
33.42,58.06,243.03
33.23,57.48,246.63
32.92,57.37,225.97
32.33,58.21,222.21
31.61,59.92,177.07
29.27,72.69,114.73
28.54,77.66,57.27
28.02,81.56,88.42
27.89,80.89,85.82
27.46,81.05,83.56
27.34,78.57,76.93
26.95,79.75,83.78
26.31,84.68,95.59
25.80,88.64,89.28
25.50,90.17,93.17
25.51,88.23,93.02
25.83,86.39,94.51
28.20,72.99,57.48
31.62,58.23,61.48
33.15,55.08,66.32
34.06,52.84,140.12
34.81,50.25,122.59
35.53,46.59,113.62
36.15,42.65,110.17
36.20,40.61,98.15
35.88,40.25,110.43
35.20,41.04,112.78
34.37,42.45,105.30
33.15,45.83,68.94
31.50,52.05,60.00
30.80,54.62,61.68
30.21,56.16,94.28
29.68,57.47,99.35
29.17,58.60,94.88
28.66,59.59,88.59
28.18,60.35,94.72
27.69,61.19,97.27
27.14,62.43,90.54
26.64,63.97,88.67
26.14,65.65,94.00
26.09,66.40,90.53
28.06,60.04,61.96
31.84,46.77,55.08
35.77,35.08,86.00
38.52,28.64,102.61
40.68,24.04,99.48
42.09,21.08,84.20
42.79,19.30,85.60
42.82,18.13,84.61
42.20,17.73,83.21
41.08,17.87,60.00
39.42,18.79,57.79
36.97,22.77,55.67
34.24,31.36,62.20
33.35,33.85,85.16
32.53,35.45,96.78
31.71,37.07,97.53
31.00,38.20,101.05
30.37,39.44,92.90
29.74,40.48,91.73
29.08,41.74,93.21
28.51,43.51,91.78
27.90,45.63,95.28
27.33,47.72,97.19
27.14,49.42,96.69
29.10,44.23,56.72
32.13,37.95,52.21
36.40,28.68,395.51
39.48,23.39,508.08
41.40,20.73,536.77
42.60,19.13,524.71
43.20,18.09,562.65
43.17,17.79,541.60
42.60,18.09,536.03
41.50,19.11,511.03
40.02,20.81,309.68
37.91,24.44,310.04
35.28,31.88,179.01
34.29,34.88,88.44
33.52,36.76,84.40
32.73,38.47,87.03
32.06,39.47,83.80
31.39,40.35,82.00
30.69,41.40,80.22
30.02,42.70,75.11
29.24,44.91,81.41
28.49,47.53,87.63
27.77,50.62,91.51
27.46,52.89,87.65
29.16,48.99,50.62
32.40,42.32,46.37
36.92,30.97,448.63
40.08,25.34,510.93
42.25,21.97,524.50
43.72,19.86,515.49
44.61,18.54,531.53
44.66,18.13,519.01
44.24,18.28,518.52
43.14,19.32,513.22
41.67,20.97,293.23
39.58,24.48,271.91
36.97,30.57,125.63
35.79,33.67,98.27
34.87,35.93,92.93
33.98,38.07,84.59
33.16,40.26,85.00
32.32,42.55,75.66
31.64,44.34,75.21
31.01,45.86,73.28
30.34,47.44,72.43
29.71,49.28,73.38
29.15,51.25,83.80
28.89,52.94,78.77
30.48,49.42,67.10
33.97,39.91,51.85
37.44,31.20,374.96
40.27,25.84,429.06
42.43,22.59,481.42
43.85,20.62,491.79
44.56,19.29,510.87
44.68,18.69,492.08
44.23,18.77,498.64
43.14,19.83,499.78
41.59,21.63,322.65
39.40,25.27,260.96
36.88,32.18,184.86
35.90,34.78,97.21
35.12,36.12,73.93
34.28,37.91,86.41
33.42,40.38,70.26
32.39,43.92,88.67
31.38,48.11,83.52
30.60,52.35,88.84
30.04,55.99,87.82
29.53,59.29,88.44
29.13,61.97,87.03
28.95,63.39,79.85
30.75,57.74,68.02
33.97,46.88,57.35
37.25,35.96,567.96
39.95,29.09,472.63
41.99,24.89,523.55
43.31,22.50,531.20
44.11,20.99,510.61
44.31,20.30,501.87
43.99,20.23,487.10
43.15,20.80,477.25
41.71,22.08,271.26
39.60,25.42,193.99
37.15,32.80,102.49
36.25,34.79,84.60
35.49,35.42,75.00
34.73,36.35,70.04
33.94,37.53,68.27
33.18,38.93,63.87
32.48,40.17,63.15
31.78,41.54,69.66
31.03,43.59,70.44
30.29,45.90,69.22
29.62,48.12,74.93
29.39,49.31,71.19
31.18,44.46,53.44
34.54,37.30,68.94
39.33,26.02,349.46
41.74,22.27,381.38
43.30,19.98,302.80
44.27,18.52,298.55
44.67,17.64,301.34
44.52,17.28,259.74
43.94,17.31,248.41
42.82,17.99,224.89
41.29,19.27,219.46
39.09,22.22,152.66
36.60,27.76,121.16
35.56,29.86,103.81
34.73,31.22,67.20
33.92,32.40,68.73
33.19,33.27,63.60
32.51,34.14,59.23
31.82,35.20,62.54
31.20,36.49,61.64
30.65,38.09,61.04
30.12,39.91,727.59
30.23,40.44,73.56
30.26,41.12,80.74
31.26,39.20,56.21
33.02,36.03,72.18
35.96,29.80,50.76
39.52,23.11,98.04
42.10,19.40,117.57
43.97,17.40,181.42
45.40,16.07,158.29
45.74,15.69,102.12
45.22,15.98,104.41
44.04,16.87,115.85
42.28,18.48,83.24
39.68,23.66,62.87
37.37,32.12,64.49
36.45,34.94,84.79
35.92,33.10,72.52
35.23,33.96,67.04
34.56,34.28,67.80
33.78,37.34,65.53
33.11,37.07,64.78
32.40,38.59,65.40
31.74,39.55,65.72
31.04,41.20,66.03
30.37,43.26,72.94
30.06,44.86,79.56
31.91,40.74,47.09
35.64,33.41,50.99
39.60,26.04,420.96
42.46,21.06,463.37
44.46,17.99,541.87
45.81,16.01,543.52
46.45,14.94,564.01
46.43,14.45,521.38
45.76,14.62,513.81
44.53,15.51,327.54
42.80,17.14,315.46
40.24,21.65,284.16
37.88,28.78,119.76
36.91,30.62,78.23
35.92,32.85,90.64
34.82,36.55,80.44
33.77,40.57,81.01
32.96,44.13,82.00
32.28,47.08,69.53
31.75,49.52,73.51
31.24,51.72,74.75
30.72,54.06,74.29
30.79,54.75,74.40
30.92,55.22,78.57
31.75,53.21,82.81
33.74,46.71,52.07
35.91,39.62,425.08
38.38,32.07,478.45
41.23,25.54,547.36
43.37,21.21,543.52
44.72,18.86,564.01
44.89,18.26,521.38
44.25,18.50,513.81
42.55,20.08,327.54
41.78,20.81,315.46
39.71,23.78,267.12
37.43,30.06,168.40
36.62,31.64,88.44
35.92,32.23,87.35
35.11,34.49,73.03
34.20,38.94,75.55
33.47,43.51,75.37
33.09,46.01,71.04
32.76,47.08,74.23
32.35,47.94,75.79
31.80,49.43,72.95
31.25,51.33,74.08
31.07,52.35,79.38
32.66,47.90,60.71
35.28,40.27,68.69
38.25,31.43,441.85
40.77,25.00,500.81
42.65,21.70,510.35
44.08,19.39,497.78
45.07,17.83,473.83
45.27,17.13,486.63
44.85,17.08,483.76
43.81,17.79,491.48
42.21,19.26,334.41
40.07,22.05,243.46
37.73,27.83,194.60
36.80,30.03,110.86
35.97,31.76,76.44
35.16,33.51,79.73
34.36,35.72,70.10
33.70,38.38,71.75
32.80,43.42,70.97
32.00,47.72,69.36
30.81,57.41,73.03
30.80,50.38,74.76
30.19,54.62,76.10
29.88,59.82,79.38
31.22,59.36,49.44
33.26,54.63,47.75
33.79,56.53,374.41
34.26,56.86,495.78
35.12,54.43,540.69
36.45,48.94,528.61
37.88,41.80,572.74
39.88,31.18,538.54
40.21,27.51,541.03
39.65,26.70,394.57
38.31,27.51,306.28
36.09,32.19,243.06
33.96,39.88,134.13
33.07,42.02,107.75
32.14,44.89,102.57
31.25,48.85,93.83
30.51,52.75,79.07
29.98,55.90,77.69
29.60,58.26,80.43
29.34,60.09,77.48
28.92,62.21,77.78
28.47,64.58,82.58
28.50,65.22,83.58
28.31,67.27,84.13
28.56,68.04,61.93
29.79,64.51,100.45
32.38,54.14,379.10
36.67,40.20,465.03
37.35,38.56,535.45
37.39,39.08,513.88
36.79,41.48,571.39
36.21,43.50,552.64
35.43,45.39,546.64
34.74,46.91,545.56
34.04,48.08,329.04
33.31,50.77,284.63
32.18,56.19,170.61
31.80,54.43,93.53
31.28,57.12,102.81
30.88,56.77,87.99
30.29,59.24,82.61
29.86,60.20,73.80
29.43,61.63,73.51
29.03,62.87,83.80
28.54,64.76,84.00
28.14,66.58,80.57
27.77,68.37,79.92
27.69,69.03,83.33
29.39,63.18,62.23
32.57,52.52,68.38
33.77,51.47,376.09
34.61,50.78,431.48
35.01,50.26,463.96
35.26,49.04,483.20
35.64,46.35,479.68
36.29,42.73,464.00
36.68,39.53,471.76
36.34,38.51,405.76
35.54,39.03,162.05
34.10,43.20,141.84
31.07,55.97,73.73
31.03,56.03,89.41
30.06,60.87,74.83
30.54,57.29,74.58
30.12,61.10,72.18
29.66,57.84,73.03
29.26,60.41,73.82
28.85,59.17,76.33
28.40,61.68,77.48
28.13,61.58,73.65
27.83,62.44,75.13
27.76,62.80,81.86
29.78,56.73,64.91
33.06,47.31,51.10
34.19,48.58,63.60
35.10,47.97,72.09
35.56,47.27,88.44
35.76,46.68,83.58
35.64,46.48,84.57
35.39,46.22,82.99
