date,finance,overlap,stock,report,company,oracle,share,annual report,financial statement,cloud computing,investment
2019-10-23,78.0,,49.0,51.0,88.0,76.0,86.0,66.0,63.0,40.0,86.0
2019-10-24,77.0,,55.0,53.0,88.0,85.0,81.0,66.0,45.0,37.0,83.0
2019-10-25,73.0,,51.0,47.0,78.0,64.0,77.0,48.0,45.0,28.0,65.0
2019-10-26,41.0,,23.0,37.0,63.0,24.0,35.0,24.0,23.0,32.0,52.0
2019-10-27,35.0,,20.0,33.0,57.0,24.0,38.0,25.0,31.0,20.0,48.0
2019-10-28,70.0,,49.0,45.0,80.0,65.0,51.0,55.0,46.0,20.0,77.0
2019-10-29,75.0,,52.0,50.0,85.0,73.0,78.0,61.0,48.0,28.0,83.0
2019-10-30,78.0,,52.0,49.0,88.0,75.0,83.0,67.0,31.0,39.0,82.0
2019-10-31,78.0,,51.0,48.0,84.0,68.0,90.0,67.0,42.0,25.0,75.0
2019-11-01,78.0,,49.0,44.0,80.0,61.0,86.0,47.0,35.0,34.0,72.0
2019-11-02,45.0,,23.0,34.0,64.0,25.0,39.0,24.0,22.0,19.0,58.0
2019-11-03,36.0,,21.0,38.0,64.0,27.0,32.0,31.0,34.0,29.0,60.0
2019-11-04,80.0,,50.0,48.0,91.0,68.0,86.0,63.0,62.0,36.0,90.0
2019-11-05,81.0,,53.0,51.0,88.0,79.0,83.0,62.0,54.0,42.0,95.0
2019-11-06,79.0,,52.0,51.0,89.0,78.0,83.0,62.0,47.0,42.0,88.0
2019-11-07,82.0,,58.0,52.0,92.0,76.0,84.0,68.0,50.0,39.0,82.0
2019-11-08,78.0,,53.0,51.0,85.0,74.0,79.0,59.0,41.0,40.0,83.0
2019-11-09,44.0,,23.0,38.0,66.0,29.0,35.0,21.0,33.0,22.0,59.0
2019-11-10,36.0,,21.0,40.0,64.0,27.0,30.0,39.0,39.0,32.0,63.0
2019-11-11,68.0,,46.0,50.0,84.0,67.0,80.0,72.0,56.0,39.0,80.0
2019-11-12,73.0,,51.0,49.0,93.0,76.0,59.0,74.0,46.0,36.0,90.0
2019-11-13,77.0,,51.0,49.0,89.0,75.0,80.0,74.0,50.0,34.0,83.0
2019-11-14,76.0,,52.0,50.0,87.0,77.0,76.0,62.0,57.0,30.0,86.0
2019-11-15,78.0,,51.0,44.0,86.0,66.0,77.0,60.0,44.0,35.0,78.0
2019-11-16,47.0,,25.0,38.0,70.0,30.0,37.0,34.0,30.0,26.0,55.0
2019-11-17,40.0,,21.0,37.0,68.0,29.0,32.0,32.0,35.0,36.0,69.0
2019-11-18,82.0,,49.0,47.0,90.0,76.0,79.0,79.0,48.0,41.0,87.0
2019-11-19,73.0,,53.0,51.0,95.0,76.0,83.0,66.0,54.0,48.0,86.0
2019-11-20,80.0,,53.0,51.0,95.0,82.0,85.0,71.0,53.0,36.0,87.0
2019-11-21,78.0,,51.0,50.0,88.0,85.0,81.0,69.0,57.0,33.0,87.0
2019-11-22,78.0,,51.0,46.0,89.0,73.0,79.0,53.0,41.0,34.0,91.0
2019-11-23,44.0,,25.0,34.0,69.0,29.0,32.0,31.0,20.0,36.0,52.0
2019-11-24,36.0,,21.0,36.0,67.0,30.0,31.0,32.0,44.0,24.0,59.0
2019-11-25,78.0,,49.0,46.0,88.0,72.0,79.0,66.0,40.0,33.0,85.0
2019-11-26,76.0,,51.0,48.0,83.0,79.0,82.0,71.0,31.0,48.0,92.0
2019-11-27,73.0,,49.0,48.0,85.0,82.0,76.0,69.0,63.0,36.0,78.0
2019-11-28,58.0,,31.0,43.0,73.0,74.0,77.0,54.0,41.0,34.0,68.0
2019-11-29,67.0,,36.0,40.0,76.0,58.0,75.0,49.0,44.0,30.0,56.0
2019-11-30,43.0,,22.0,40.0,66.0,25.0,35.0,18.0,24.0,29.0,49.0
2019-12-01,38.0,,21.0,42.0,64.0,29.0,31.0,36.0,35.0,30.0,54.0
2019-12-02,82.0,,44.0,48.0,87.0,66.0,75.0,67.0,57.0,43.0,84.0
2019-12-03,80.0,,49.0,51.0,87.0,74.0,74.0,64.0,53.0,41.0,84.0
2019-12-04,79.0,,48.0,50.0,91.0,75.0,79.0,71.0,48.0,34.0,84.0
2019-12-05,77.0,,49.0,50.0,87.0,75.0,76.0,66.0,56.0,48.0,81.0
2019-12-06,74.0,,46.0,49.0,83.0,66.0,73.0,56.0,52.0,40.0,74.0
2019-12-07,45.0,,25.0,37.0,66.0,27.0,34.0,25.0,23.0,18.0,56.0
2019-12-08,39.0,,21.0,38.0,63.0,26.0,29.0,23.0,32.0,35.0,60.0
2019-12-09,80.0,,42.0,56.0,83.0,71.0,77.0,70.0,45.0,32.0,78.0
2019-12-10,80.0,,46.0,51.0,88.0,75.0,70.0,65.0,41.0,38.0,79.0
2019-12-11,77.0,,46.0,51.0,91.0,81.0,74.0,63.0,50.0,43.0,85.0
2019-12-12,83.0,,49.0,50.0,90.0,76.0,78.0,66.0,46.0,38.0,77.0
2019-12-13,79.0,,51.0,48.0,84.0,68.0,84.0,52.0,34.0,51.0,74.0
2019-12-14,45.0,,24.0,38.0,70.0,28.0,34.0,29.0,22.0,20.0,52.0
2019-12-15,37.0,,21.0,37.0,65.0,24.0,32.0,32.0,34.0,35.0,59.0
2019-12-16,75.0,,47.0,47.0,83.0,72.0,75.0,59.0,34.0,32.0,80.0
2019-12-17,80.0,,53.0,47.0,86.0,69.0,80.0,62.0,43.0,30.0,78.0
2019-12-18,74.0,,49.0,47.0,81.0,69.0,76.0,61.0,37.0,36.0,70.0
2019-12-19,74.0,,51.0,46.0,82.0,68.0,76.0,50.0,30.0,26.0,71.0
2019-12-20,72.0,,49.0,46.0,81.0,57.0,76.0,44.0,39.0,45.0,68.0
2019-12-21,41.0,,25.0,38.0,62.0,23.0,33.0,18.0,15.0,23.0,48.0
2019-12-22,35.0,,21.0,35.0,57.0,23.0,32.0,14.0,23.0,21.0,48.0
2019-12-23,65.0,,47.0,41.0,76.0,53.0,72.0,44.0,20.0,30.0,71.0
2019-12-24,59.0,,46.0,35.0,67.0,50.0,70.0,36.0,18.0,31.0,54.0
2019-12-25,38.0,,25.0,32.0,62.0,31.0,38.0,26.0,24.0,20.0,48.0
2019-12-26,61.0,,43.0,41.0,71.0,47.0,62.0,35.0,19.0,21.0,62.0
2019-12-27,68.0,,49.0,43.0,74.0,46.0,69.0,42.0,31.0,31.0,66.0
2019-12-28,45.0,,25.0,39.0,65.0,20.0,34.0,18.0,23.0,24.0,54.0
2019-12-29,36.0,,23.0,39.0,63.0,22.0,29.0,19.0,12.0,37.0,60.0
2019-12-30,67.0,,46.0,45.0,78.0,47.0,68.0,39.0,21.0,31.0,71.0
2019-12-31,66.0,,47.0,41.0,69.0,41.0,69.0,41.0,33.0,25.0,68.0
