date,financials,overlap,oracle,workday inc.,tesla,BSE stock exchange,nasdaq,iShares,share price,microsoft dynamics 365,vanguard
2019-10-17,78.0,,77.0,0.0,12.0,32.0,42.0,54.0,68.0,91.0,54.0
2019-10-18,37.0,,77.0,0.0,13.0,33.0,42.0,40.0,69.0,16.0,56.0
2019-10-19,20.0,,36.0,0.0,13.0,18.0,9.0,24.0,19.0,17.0,42.0
2019-10-20,15.0,,26.0,0.0,11.0,0.0,7.0,7.0,13.0,0.0,39.0
2019-10-21,37.0,,75.0,0.0,13.0,0.0,36.0,61.0,45.0,37.0,56.0
2019-10-22,42.0,,73.0,0.0,12.0,0.0,40.0,40.0,69.0,65.0,50.0
2019-10-23,51.0,,78.0,0.0,15.0,0.0,39.0,59.0,71.0,60.0,56.0
2019-10-24,56.0,,77.0,0.0,21.0,16.0,39.0,44.0,69.0,53.0,57.0
2019-10-25,62.0,,61.0,0.0,18.0,33.0,43.0,32.0,64.0,8.0,52.0
2019-10-26,18.0,,24.0,0.0,15.0,18.0,9.0,28.0,20.0,26.0,49.0
2019-10-27,15.0,,20.0,0.0,14.0,0.0,8.0,27.0,21.0,0.0,41.0
2019-10-28,45.0,,64.0,0.0,15.0,0.0,44.0,60.0,40.0,44.0,47.0
2019-10-29,49.0,,74.0,0.0,14.0,0.0,37.0,60.0,65.0,53.0,52.0
2019-10-30,72.0,,75.0,0.0,13.0,0.0,40.0,33.0,69.0,75.0,59.0
2019-10-31,56.0,,74.0,0.0,12.0,50.0,40.0,53.0,79.0,55.0,53.0
2019-11-01,47.0,,65.0,0.0,11.0,0.0,39.0,29.0,73.0,0.0,66.0
2019-11-02,28.0,,26.0,0.0,11.0,88.0,11.0,20.0,23.0,17.0,53.0
2019-11-03,32.0,,23.0,0.0,12.0,0.0,9.0,56.0,17.0,0.0,42.0
2019-11-04,64.0,,63.0,0.0,12.0,0.0,41.0,65.0,73.0,15.0,60.0
2019-11-05,60.0,,78.0,0.0,13.0,47.0,37.0,58.0,70.0,30.0,65.0
2019-11-06,75.0,,76.0,0.0,13.0,62.0,44.0,88.0,72.0,30.0,60.0
2019-11-07,69.0,,80.0,0.0,13.0,16.0,40.0,65.0,73.0,38.0,63.0
2019-11-08,45.0,,72.0,0.0,13.0,33.0,38.0,67.0,66.0,15.0,61.0
2019-11-09,25.0,,29.0,0.0,12.0,0.0,13.0,40.0,17.0,17.0,53.0
2019-11-10,25.0,,23.0,0.0,12.0,0.0,9.0,24.0,15.0,34.0,39.0
2019-11-11,58.0,,66.0,0.0,12.0,16.0,37.0,30.0,65.0,30.0,47.0
2019-11-12,60.0,,78.0,0.0,14.0,0.0,44.0,49.0,45.0,15.0,58.0
2019-11-13,83.0,,79.0,0.0,19.0,62.0,37.0,64.0,67.0,15.0,64.0
2019-11-14,51.0,,79.0,0.0,15.0,16.0,39.0,38.0,69.0,15.0,62.0
2019-11-15,61.0,,70.0,0.0,14.0,16.0,38.0,64.0,65.0,39.0,64.0
2019-11-16,21.0,,27.0,0.0,13.0,0.0,12.0,28.0,21.0,26.0,62.0
2019-11-17,25.0,,28.0,0.0,13.0,18.0,9.0,31.0,17.0,34.0,49.0
2019-11-18,50.0,,71.0,0.0,14.0,0.0,36.0,52.0,69.0,15.0,59.0
2019-11-19,43.0,,75.0,0.0,14.0,16.0,37.0,47.0,69.0,30.0,58.0
2019-11-20,88.0,,80.0,87.0,14.0,0.0,42.0,51.0,72.0,53.0,64.0
2019-11-21,91.0,,81.0,0.0,19.0,16.0,38.0,57.0,69.0,23.0,49.0
2019-11-22,54.0,,73.0,0.0,100.0,16.0,38.0,46.0,65.0,55.0,57.0
2019-11-23,32.0,,30.0,0.0,70.0,0.0,10.0,36.0,18.0,8.0,49.0
2019-11-24,17.0,,25.0,0.0,54.0,0.0,7.0,20.0,14.0,33.0,34.0
2019-11-25,49.0,,74.0,0.0,51.0,0.0,42.0,72.0,68.0,53.0,60.0
2019-11-26,46.0,,76.0,0.0,38.0,32.0,37.0,50.0,69.0,38.0,60.0
2019-11-27,49.0,,76.0,0.0,32.0,64.0,35.0,51.0,69.0,53.0,48.0
2019-11-28,39.0,,71.0,0.0,29.0,32.0,22.0,51.0,69.0,31.0,43.0
2019-11-29,35.0,,57.0,0.0,26.0,33.0,25.0,52.0,62.0,16.0,46.0
2019-11-30,15.0,,26.0,0.0,22.0,0.0,9.0,20.0,19.0,8.0,39.0
2019-12-01,14.0,,26.0,0.0,20.0,17.0,7.0,26.0,15.0,25.0,47.0
2019-12-02,50.0,,70.0,0.0,18.0,15.0,32.0,55.0,64.0,29.0,62.0
2019-12-03,61.0,,76.0,0.0,17.0,0.0,38.0,59.0,62.0,7.0,62.0
2019-12-04,46.0,,75.0,0.0,17.0,0.0,39.0,59.0,66.0,30.0,57.0
2019-12-05,31.0,,76.0,0.0,17.0,16.0,35.0,42.0,66.0,23.0,62.0
2019-12-06,44.0,,69.0,0.0,17.0,0.0,39.0,44.0,62.0,40.0,64.0
2019-12-07,24.0,,29.0,0.0,18.0,18.0,13.0,25.0,19.0,9.0,48.0
2019-12-08,26.0,,27.0,0.0,16.0,0.0,6.0,28.0,13.0,17.0,44.0
2019-12-09,46.0,,76.0,0.0,16.0,16.0,30.0,34.0,62.0,46.0,54.0
2019-12-10,45.0,,72.0,0.0,15.0,0.0,34.0,60.0,55.0,46.0,61.0
2019-12-11,34.0,,80.0,0.0,15.0,32.0,40.0,50.0,60.0,37.0,54.0
2019-12-12,39.0,,73.0,0.0,16.0,32.0,44.0,45.0,62.0,23.0,57.0
2019-12-13,59.0,,63.0,0.0,15.0,16.0,47.0,62.0,75.0,16.0,57.0
2019-12-14,20.0,,26.0,0.0,16.0,18.0,17.0,24.0,19.0,0.0,43.0
2019-12-15,15.0,,27.0,0.0,14.0,18.0,9.0,64.0,16.0,8.0,46.0
2019-12-16,48.0,,71.0,0.0,15.0,32.0,39.0,68.0,62.0,37.0,64.0
2019-12-17,38.0,,69.0,0.0,15.0,16.0,45.0,51.0,64.0,23.0,64.0
2019-12-18,48.0,,69.0,0.0,15.0,16.0,38.0,74.0,64.0,45.0,59.0
2019-12-19,21.0,,64.0,0.0,17.0,33.0,42.0,81.0,65.0,8.0,56.0
2019-12-20,47.0,,59.0,94.0,16.0,17.0,40.0,30.0,64.0,41.0,71.0
2019-12-21,24.0,,21.0,0.0,15.0,0.0,13.0,35.0,19.0,0.0,53.0
2019-12-22,15.0,,24.0,0.0,16.0,18.0,7.0,37.0,13.0,17.0,40.0
2019-12-23,33.0,,55.0,0.0,19.0,34.0,36.0,77.0,60.0,40.0,58.0
2019-12-24,35.0,,46.0,0.0,18.0,55.0,32.0,52.0,58.0,26.0,59.0
2019-12-25,15.0,,34.0,0.0,18.0,20.0,16.0,30.0,20.0,0.0,46.0
2019-12-26,17.0,,43.0,0.0,16.0,0.0,38.0,56.0,45.0,33.0,58.0
2019-12-27,48.0,,48.0,0.0,18.0,35.0,52.0,99.0,56.0,25.0,70.0
2019-12-28,21.0,,21.0,99.0,17.0,18.0,14.0,24.0,19.0,9.0,49.0
2019-12-29,9.0,,22.0,0.0,15.0,0.0,11.0,31.0,13.0,0.0,49.0
2019-12-30,25.0,,46.0,0.0,17.0,17.0,35.0,64.0,57.0,0.0,58.0
2019-12-31,41.0,,40.0,0.0,16.0,0.0,34.0,57.0,58.0,0.0,70.0
