date,technology,overlap,computer and information,information,science,design and technology,limited company,engineering,innovation,SEAT,investment fund
2019-04-27,55.0,1.0,10.0,51.0,49.0,15.0,31.0,58.0,38.0,32.0,18.0
2019-04-28,56.0,1.0,16.0,52.0,53.0,24.0,30.0,60.0,42.0,32.0,25.0
2019-04-29,83.0,1.0,10.0,79.0,65.0,40.0,62.0,80.0,79.0,30.0,44.0
2019-04-30,88.0,1.0,19.0,77.0,67.0,48.0,65.0,87.0,75.0,29.0,36.0
2019-05-01,79.0,1.0,16.0,82.0,67.0,41.0,43.0,81.0,70.0,30.0,31.0
2019-05-02,91.0,1.0,23.0,78.0,73.0,44.0,60.0,91.0,64.0,28.0,25.0
2019-05-03,82.0,1.0,17.0,74.0,66.0,21.0,56.0,83.0,64.0,28.0,42.0
2019-05-04,58.0,1.0,14.0,51.0,51.0,26.0,42.0,67.0,43.0,32.0,22.0
2019-05-05,57.0,1.0,13.0,54.0,56.0,35.0,29.0,61.0,38.0,32.0,29.0
2019-05-06,80.0,1.0,16.0,73.0,66.0,18.0,48.0,82.0,70.0,30.0,32.0
2019-05-07,93.0,1.0,26.0,82.0,71.0,36.0,67.0,87.0,80.0,29.0,28.0
2019-05-08,84.0,1.0,18.0,81.0,70.0,22.0,66.0,87.0,70.0,28.0,30.0
2019-05-09,89.0,1.0,21.0,81.0,77.0,34.0,63.0,90.0,79.0,30.0,37.0
2019-05-10,80.0,1.0,11.0,73.0,62.0,21.0,67.0,90.0,72.0,30.0,32.0
2019-05-11,58.0,1.0,14.0,50.0,54.0,12.0,33.0,68.0,34.0,32.0,17.0
2019-05-12,56.0,1.0,9.0,49.0,54.0,24.0,26.0,58.0,32.0,30.0,19.0
2019-05-13,81.0,1.0,21.0,75.0,68.0,35.0,67.0,83.0,72.0,29.0,23.0
2019-05-14,88.0,1.0,24.0,80.0,73.0,37.0,65.0,85.0,77.0,28.0,33.0
2019-05-15,88.0,1.0,16.0,82.0,89.0,26.0,63.0,86.0,65.0,28.0,36.0
2019-05-16,90.0,1.0,28.0,80.0,71.0,39.0,72.0,85.0,73.0,30.0,31.0
2019-05-17,77.0,1.0,16.0,71.0,65.0,50.0,55.0,80.0,60.0,29.0,29.0
2019-05-18,56.0,1.0,6.0,49.0,55.0,30.0,33.0,60.0,34.0,38.0,11.0
2019-05-19,57.0,1.0,5.0,50.0,52.0,6.0,31.0,60.0,40.0,37.0,19.0
2019-05-20,80.0,1.0,18.0,74.0,69.0,37.0,52.0,79.0,66.0,31.0,35.0
2019-05-21,87.0,1.0,5.0,77.0,68.0,44.0,62.0,86.0,77.0,29.0,38.0
2019-05-22,86.0,1.0,23.0,77.0,71.0,24.0,68.0,83.0,77.0,30.0,33.0
2019-05-23,79.0,1.0,18.0,71.0,61.0,24.0,70.0,73.0,59.0,100.0,27.0
2019-05-24,75.0,1.0,26.0,68.0,62.0,54.0,48.0,75.0,61.0,48.0,31.0
2019-05-25,53.0,1.0,5.0,50.0,52.0,24.0,38.0,63.0,33.0,38.0,16.0
2019-05-26,54.0,1.0,10.0,49.0,52.0,18.0,33.0,58.0,38.0,34.0,20.0
2019-05-27,71.0,1.0,22.0,59.0,55.0,29.0,53.0,75.0,55.0,32.0,24.0
2019-05-28,82.0,1.0,17.0,72.0,66.0,31.0,69.0,84.0,68.0,30.0,25.0
2019-05-29,85.0,1.0,23.0,76.0,62.0,41.0,75.0,89.0,68.0,29.0,38.0
2019-05-30,83.0,1.0,17.0,72.0,63.0,41.0,59.0,84.0,68.0,30.0,45.0
2019-05-31,77.0,1.0,12.0,69.0,59.0,40.0,60.0,76.0,56.0,28.0,39.0
2019-06-01,54.0,1.0,20.0,52.0,50.0,23.0,38.0,63.0,33.0,32.0,23.0
2019-06-02,55.0,1.0,7.0,55.0,52.0,9.0,33.0,61.0,43.0,32.0,18.0
2019-06-03,83.0,1.0,13.0,74.0,74.0,28.0,58.0,80.0,65.0,28.0,35.0
2019-06-04,82.0,1.0,15.0,76.0,66.0,25.0,61.0,87.0,68.0,28.0,43.0
2019-06-05,82.0,1.0,20.0,76.0,65.0,35.0,51.0,78.0,68.0,30.0,34.0
2019-06-06,83.0,1.0,28.0,73.0,65.0,25.0,73.0,85.0,68.0,30.0,35.0
2019-06-07,73.0,1.0,22.0,69.0,60.0,29.0,57.0,81.0,57.0,30.0,38.0
2019-06-08,57.0,1.0,11.0,55.0,55.0,9.0,38.0,66.0,38.0,32.0,21.0
2019-06-09,56.0,1.0,25.0,57.0,59.0,15.0,36.0,65.0,39.0,33.0,17.0
2019-06-10,80.0,1.0,22.0,74.0,70.0,20.0,72.0,88.0,56.0,29.0,32.0
2019-06-11,84.0,1.0,15.0,78.0,67.0,11.0,66.0,90.0,71.0,29.0,44.0
2019-06-12,86.0,1.0,20.0,75.0,66.0,32.0,67.0,89.0,71.0,29.0,28.0
2019-06-13,85.0,1.0,28.0,77.0,67.0,37.0,58.0,84.0,66.0,28.0,31.0
2019-06-14,75.0,1.0,17.0,68.0,59.0,10.0,60.0,85.0,61.0,28.0,36.0
2019-06-15,57.0,1.0,16.0,50.0,53.0,9.0,41.0,71.0,38.0,32.0,21.0
2019-06-16,56.0,1.0,9.0,55.0,53.0,38.0,31.0,63.0,34.0,32.0,21.0
2019-06-17,83.0,1.0,22.0,78.0,68.0,36.0,72.0,88.0,68.0,30.0,33.0
2019-06-18,90.0,1.0,23.0,79.0,66.0,16.0,69.0,91.0,63.0,30.0,44.0
2019-06-19,89.0,1.0,25.0,79.0,68.0,26.0,67.0,93.0,67.0,29.0,31.0
2019-06-20,88.0,1.0,15.0,77.0,68.0,23.0,68.0,94.0,61.0,30.0,30.0
2019-06-21,83.0,1.0,10.0,70.0,57.0,8.0,52.0,89.0,60.0,30.0,26.0
2019-06-22,56.0,1.0,15.0,55.0,53.0,3.0,37.0,68.0,37.0,31.0,18.0
2019-06-23,61.0,1.0,17.0,58.0,57.0,21.0,36.0,73.0,36.0,33.0,22.0
2019-06-24,87.0,1.0,21.0,78.0,64.0,32.0,73.0,90.0,63.0,30.0,43.0
2019-06-25,82.0,1.0,13.0,80.0,65.0,13.0,66.0,91.0,66.0,28.0,35.0
2019-06-26,86.0,1.0,18.0,75.0,60.0,38.0,63.0,87.0,65.0,29.0,22.0
2019-06-27,84.0,1.0,16.0,78.0,63.0,37.0,66.0,90.0,61.0,28.0,36.0
2019-06-28,80.0,1.0,9.0,70.0,58.0,11.0,63.0,81.0,59.0,28.0,34.0
2019-06-29,60.0,1.0,6.0,54.0,53.0,6.0,40.0,64.0,36.0,31.0,24.0
2019-06-30,56.0,1.0,8.0,62.0,54.0,18.0,29.0,61.0,36.0,32.0,24.0
2019-07-01,79.0,1.0,15.0,74.0,59.0,34.0,63.0,83.0,66.0,30.0,32.0
2019-07-02,79.0,1.0,17.0,73.0,61.0,16.0,73.0,83.0,66.0,28.0,34.0
2019-07-03,81.0,1.0,17.0,71.0,63.0,29.0,77.0,88.0,57.0,28.0,30.0
2019-07-04,77.0,1.0,16.0,69.0,58.0,14.0,69.0,82.0,59.0,30.0,29.0
2019-07-05,73.0,1.0,13.0,64.0,59.0,16.0,62.0,81.0,54.0,28.0,22.0
2019-07-06,59.0,1.0,10.0,54.0,52.0,24.0,33.0,75.0,28.0,31.0,23.0
2019-07-07,56.0,1.0,26.0,57.0,53.0,6.0,29.0,71.0,35.0,32.0,20.0
2019-07-08,90.0,1.0,24.0,77.0,60.0,41.0,66.0,89.0,70.0,30.0,43.0
2019-07-09,85.0,1.0,9.0,76.0,63.0,26.0,58.0,89.0,61.0,30.0,29.0
2019-07-10,85.0,1.0,15.0,75.0,60.0,36.0,69.0,93.0,67.0,30.0,32.0
2019-07-11,84.0,1.0,7.0,75.0,62.0,37.0,67.0,91.0,62.0,30.0,25.0
2019-07-12,77.0,1.0,11.0,71.0,56.0,53.0,74.0,83.0,63.0,30.0,28.0
2019-07-13,65.0,1.0,11.0,54.0,55.0,35.0,41.0,72.0,35.0,33.0,19.0
2019-07-14,54.0,1.0,11.0,60.0,53.0,15.0,34.0,62.0,40.0,31.0,26.0
2019-07-15,90.0,1.0,12.0,79.0,62.0,34.0,66.0,86.0,68.0,30.0,30.0
2019-07-16,91.0,,20.0,79.0,65.0,19.0,54.0,97.0,64.0,31.0,25.0
2019-07-17,82.0,,20.0,76.0,60.0,24.0,84.0,92.0,61.0,29.0,32.0
2019-07-18,82.0,,13.0,72.0,60.0,40.0,61.0,90.0,67.0,30.0,33.0
2019-07-19,72.0,,13.0,63.0,57.0,16.0,59.0,82.0,51.0,30.0,31.0
2019-07-20,59.0,,12.0,52.0,53.0,11.0,36.0,70.0,34.0,31.0,24.0
2019-07-21,60.0,,19.0,61.0,56.0,23.0,30.0,68.0,29.0,32.0,24.0
2019-07-22,86.0,,21.0,77.0,60.0,15.0,66.0,87.0,60.0,30.0,21.0
2019-07-23,84.0,,17.0,78.0,62.0,19.0,68.0,90.0,61.0,31.0,37.0
2019-07-24,82.0,,15.0,77.0,61.0,25.0,52.0,95.0,59.0,29.0,24.0
2019-07-25,82.0,,26.0,78.0,58.0,5.0,75.0,90.0,67.0,29.0,28.0
2019-07-26,71.0,,13.0,65.0,53.0,5.0,47.0,79.0,56.0,28.0,30.0
2019-07-27,55.0,,12.0,53.0,50.0,17.0,34.0,67.0,40.0,34.0,13.0
2019-07-28,53.0,,17.0,61.0,53.0,17.0,27.0,69.0,31.0,33.0,13.0
2019-07-29,81.0,,15.0,73.0,58.0,10.0,58.0,88.0,76.0,31.0,34.0
2019-07-30,85.0,,28.0,78.0,60.0,45.0,77.0,90.0,58.0,30.0,25.0
2019-07-31,83.0,,10.0,75.0,59.0,30.0,73.0,89.0,63.0,28.0,29.0
2019-08-01,75.0,,8.0,73.0,59.0,15.0,65.0,84.0,57.0,28.0,47.0
2019-08-02,74.0,,11.0,67.0,54.0,16.0,74.0,77.0,62.0,28.0,37.0
2019-08-03,55.0,,7.0,55.0,49.0,11.0,41.0,67.0,35.0,33.0,15.0
2019-08-04,54.0,,12.0,57.0,50.0,11.0,35.0,64.0,33.0,30.0,19.0
2019-08-05,77.0,,15.0,73.0,56.0,34.0,58.0,77.0,52.0,30.0,24.0
2019-08-06,81.0,,10.0,77.0,60.0,30.0,48.0,82.0,60.0,31.0,31.0
2019-08-07,82.0,,25.0,76.0,58.0,25.0,62.0,84.0,68.0,29.0,36.0
2019-08-08,76.0,,15.0,73.0,60.0,15.0,66.0,81.0,48.0,29.0,38.0
2019-08-09,71.0,,2.0,68.0,54.0,20.0,46.0,77.0,56.0,29.0,26.0
2019-08-10,55.0,,7.0,52.0,47.0,0.0,34.0,60.0,34.0,31.0,17.0
2019-08-11,49.0,,0.0,51.0,46.0,6.0,31.0,58.0,30.0,32.0,27.0
2019-08-12,74.0,,10.0,72.0,58.0,15.0,57.0,73.0,58.0,30.0,33.0
2019-08-13,81.0,,18.0,75.0,59.0,33.0,65.0,83.0,59.0,28.0,25.0
2019-08-14,82.0,,12.0,74.0,58.0,19.0,67.0,86.0,54.0,30.0,29.0
2019-08-15,72.0,,6.0,74.0,61.0,15.0,60.0,77.0,57.0,28.0,28.0
2019-08-16,80.0,,13.0,71.0,57.0,20.0,72.0,81.0,56.0,29.0,24.0
2019-08-17,52.0,,14.0,60.0,50.0,17.0,38.0,62.0,35.0,32.0,25.0
2019-08-18,59.0,,5.0,63.0,54.0,28.0,26.0,63.0,43.0,32.0,15.0
2019-08-19,83.0,,12.0,80.0,64.0,29.0,81.0,83.0,60.0,29.0,39.0
2019-08-20,89.0,,24.0,85.0,69.0,14.0,65.0,92.0,69.0,28.0,38.0
2019-08-21,85.0,,24.0,88.0,72.0,34.0,58.0,91.0,79.0,27.0,33.0
2019-08-22,85.0,,12.0,82.0,71.0,43.0,66.0,89.0,70.0,28.0,39.0
2019-08-23,81.0,,25.0,78.0,59.0,20.0,44.0,78.0,62.0,28.0,21.0
2019-08-24,57.0,,7.0,55.0,49.0,16.0,41.0,57.0,37.0,30.0,27.0
2019-08-25,55.0,,7.0,66.0,55.0,17.0,38.0,60.0,48.0,29.0,22.0
2019-08-26,85.0,,22.0,83.0,70.0,43.0,53.0,90.0,57.0,30.0,33.0
2019-08-27,93.0,,33.0,83.0,74.0,42.0,62.0,96.0,69.0,27.0,22.0
2019-08-28,91.0,,34.0,88.0,71.0,19.0,59.0,89.0,74.0,27.0,26.0
2019-08-29,87.0,,24.0,87.0,67.0,29.0,73.0,88.0,63.0,29.0,40.0
2019-08-30,79.0,,10.0,79.0,62.0,29.0,77.0,86.0,70.0,29.0,38.0
2019-08-31,51.0,,4.0,52.0,52.0,10.0,46.0,57.0,34.0,32.0,23.0
2019-09-01,56.0,,13.0,59.0,52.0,21.0,39.0,54.0,37.0,30.0,24.0
2019-09-02,69.0,,18.0,70.0,59.0,43.0,59.0,65.0,61.0,30.0,20.0
2019-09-03,86.0,,21.0,87.0,72.0,14.0,60.0,88.0,72.0,28.0,21.0
2019-09-04,86.0,,10.0,88.0,69.0,9.0,68.0,86.0,73.0,26.0,30.0
2019-09-05,88.0,,29.0,87.0,73.0,42.0,75.0,87.0,84.0,28.0,40.0
2019-09-06,81.0,,16.0,88.0,69.0,23.0,65.0,94.0,71.0,28.0,31.0
2019-09-07,59.0,,15.0,68.0,53.0,21.0,43.0,58.0,39.0,31.0,19.0
2019-09-08,61.0,,11.0,75.0,62.0,58.0,30.0,64.0,45.0,31.0,19.0
2019-09-09,87.0,,23.0,88.0,75.0,32.0,65.0,88.0,79.0,28.0,44.0
2019-09-10,94.0,,19.0,98.0,79.0,36.0,65.0,89.0,89.0,28.0,36.0
2019-09-11,90.0,,27.0,91.0,76.0,32.0,73.0,86.0,79.0,28.0,36.0
2019-09-12,98.0,,15.0,95.0,76.0,37.0,73.0,90.0,77.0,28.0,29.0
2019-09-13,81.0,,16.0,84.0,69.0,19.0,63.0,78.0,70.0,28.0,28.0
2019-09-14,55.0,,9.0,59.0,55.0,5.0,41.0,62.0,41.0,30.0,24.0
2019-09-15,60.0,,15.0,78.0,64.0,21.0,38.0,75.0,46.0,31.0,14.0
2019-09-16,92.0,,23.0,95.0,74.0,27.0,71.0,85.0,80.0,32.0,39.0
2019-09-17,95.0,,24.0,92.0,74.0,22.0,71.0,84.0,82.0,31.0,33.0
2019-09-18,96.0,,23.0,98.0,78.0,32.0,70.0,85.0,80.0,28.0,27.0
2019-09-19,92.0,,10.0,93.0,75.0,32.0,69.0,87.0,82.0,28.0,33.0
2019-09-20,84.0,,16.0,87.0,70.0,14.0,65.0,80.0,80.0,29.0,32.0
2019-09-21,59.0,,9.0,60.0,53.0,26.0,43.0,59.0,46.0,33.0,27.0
2019-09-22,63.0,,26.0,75.0,60.0,41.0,44.0,56.0,43.0,31.0,35.0
2019-09-23,90.0,,17.0,91.0,73.0,50.0,62.0,82.0,81.0,30.0,30.0
2019-09-24,89.0,,21.0,97.0,76.0,23.0,71.0,87.0,82.0,28.0,33.0
2019-09-25,94.0,,15.0,96.0,71.0,49.0,79.0,86.0,79.0,26.0,25.0
2019-09-26,88.0,,25.0,92.0,74.0,23.0,62.0,83.0,70.0,27.0,18.0
2019-09-27,81.0,,20.0,83.0,66.0,29.0,59.0,81.0,70.0,27.0,31.0
2019-09-28,56.0,,13.0,61.0,52.0,0.0,42.0,58.0,44.0,29.0,25.0
2019-09-29,57.0,,4.0,67.0,57.0,21.0,44.0,59.0,52.0,31.0,20.0
2019-09-30,84.0,,21.0,92.0,68.0,50.0,72.0,82.0,87.0,28.0,31.0
2019-10-01,83.0,,23.0,90.0,68.0,41.0,68.0,83.0,84.0,27.0,16.0
2019-10-02,82.0,,17.0,93.0,68.0,31.0,55.0,77.0,79.0,26.0,26.0
2019-10-03,84.0,,23.0,91.0,61.0,41.0,69.0,81.0,76.0,26.0,31.0
2019-10-04,76.0,,14.0,83.0,60.0,29.0,65.0,69.0,63.0,28.0,31.0
2019-10-05,54.0,,13.0,57.0,50.0,26.0,34.0,51.0,40.0,29.0,17.0
2019-10-06,51.0,,13.0,61.0,50.0,5.0,31.0,54.0,40.0,29.0,24.0
2019-10-07,80.0,,25.0,87.0,62.0,36.0,62.0,75.0,74.0,27.0,28.0
2019-10-08,84.0,,19.0,85.0,62.0,32.0,60.0,76.0,76.0,26.0,33.0
2019-10-09,86.0,,12.0,91.0,82.0,27.0,77.0,79.0,81.0,26.0,33.0
2019-10-10,83.0,,13.0,86.0,66.0,41.0,70.0,80.0,83.0,27.0,42.0
2019-10-11,80.0,,12.0,81.0,63.0,18.0,57.0,75.0,64.0,27.0,36.0
2019-10-12,56.0,,11.0,63.0,52.0,26.0,40.0,55.0,42.0,29.0,22.0
2019-10-13,55.0,,15.0,63.0,55.0,21.0,41.0,56.0,41.0,28.0,19.0
2019-10-14,84.0,,27.0,85.0,65.0,23.0,57.0,78.0,75.0,28.0,38.0
2019-10-15,88.0,,15.0,92.0,72.0,18.0,67.0,87.0,83.0,26.0,40.0
2019-10-16,85.0,,15.0,90.0,66.0,27.0,84.0,78.0,71.0,25.0,46.0
2019-10-17,87.0,,23.0,88.0,69.0,27.0,71.0,80.0,78.0,26.0,42.0
2019-10-18,83.0,,16.0,78.0,60.0,23.0,65.0,75.0,73.0,28.0,34.0
2019-10-19,54.0,,6.0,58.0,50.0,26.0,42.0,58.0,40.0,30.0,12.0
2019-10-20,55.0,,6.0,61.0,54.0,15.0,34.0,54.0,37.0,30.0,25.0
2019-10-21,82.0,,18.0,84.0,65.0,26.0,80.0,74.0,80.0,28.0,36.0
2019-10-22,87.0,,20.0,90.0,69.0,30.0,61.0,80.0,86.0,29.0,34.0
2019-10-23,82.0,,13.0,90.0,67.0,49.0,63.0,80.0,75.0,26.0,48.0
2019-10-24,84.0,,25.0,83.0,66.0,50.0,68.0,73.0,74.0,36.0,24.0
2019-10-25,71.0,,18.0,74.0,55.0,14.0,49.0,68.0,60.0,28.0,37.0
2019-10-26,44.0,,18.0,50.0,44.0,21.0,33.0,51.0,35.0,29.0,19.0
2019-10-27,51.0,,6.0,50.0,43.0,25.0,22.0,48.0,45.0,27.0,17.0
2019-10-28,74.0,,17.0,75.0,61.0,18.0,48.0,67.0,70.0,26.0,37.0
2019-10-29,77.0,,25.0,83.0,66.0,27.0,74.0,76.0,70.0,27.0,36.0
2019-10-30,81.0,,11.0,85.0,64.0,45.0,60.0,74.0,80.0,27.0,25.0
2019-10-31,75.0,,14.0,79.0,59.0,28.0,65.0,76.0,76.0,23.0,33.0
2019-11-01,70.0,,18.0,75.0,60.0,10.0,61.0,69.0,68.0,26.0,30.0
2019-11-02,50.0,,21.0,54.0,47.0,25.0,32.0,53.0,41.0,29.0,31.0
2019-11-03,55.0,,17.0,64.0,53.0,20.0,30.0,53.0,42.0,30.0,18.0
2019-11-04,84.0,,12.0,92.0,69.0,32.0,74.0,83.0,79.0,28.0,43.0
2019-11-05,88.0,,24.0,93.0,69.0,18.0,75.0,79.0,77.0,26.0,32.0
2019-11-06,86.0,,32.0,92.0,71.0,49.0,67.0,81.0,79.0,27.0,21.0
2019-11-07,87.0,,17.0,89.0,75.0,36.0,64.0,80.0,81.0,28.0,46.0
2019-11-08,86.0,,12.0,82.0,64.0,32.0,55.0,71.0,69.0,29.0,24.0
2019-11-09,50.0,,11.0,57.0,52.0,51.0,38.0,51.0,44.0,30.0,22.0
2019-11-10,53.0,,13.0,65.0,52.0,40.0,29.0,54.0,46.0,31.0,16.0
2019-11-11,83.0,,13.0,80.0,63.0,27.0,70.0,73.0,77.0,28.0,37.0
2019-11-12,86.0,,15.0,96.0,68.0,18.0,71.0,78.0,68.0,27.0,32.0
2019-11-13,86.0,,15.0,88.0,68.0,13.0,72.0,83.0,76.0,25.0,24.0
2019-11-14,91.0,,24.0,90.0,68.0,49.0,70.0,99.0,82.0,27.0,41.0
2019-11-15,80.0,,18.0,78.0,65.0,14.0,56.0,81.0,69.0,28.0,35.0
2019-11-16,54.0,,15.0,57.0,53.0,16.0,40.0,57.0,34.0,31.0,25.0
2019-11-17,62.0,,11.0,69.0,57.0,10.0,40.0,60.0,58.0,29.0,22.0
2019-11-18,90.0,,21.0,91.0,69.0,40.0,69.0,79.0,80.0,28.0,38.0
2019-11-19,91.0,,24.0,91.0,68.0,14.0,98.0,80.0,95.0,27.0,40.0
2019-11-20,87.0,,15.0,93.0,71.0,5.0,70.0,82.0,77.0,29.0,33.0
2019-11-21,88.0,,21.0,91.0,67.0,32.0,80.0,77.0,72.0,27.0,30.0
2019-11-22,77.0,,24.0,78.0,62.0,33.0,61.0,71.0,69.0,28.0,32.0
2019-11-23,52.0,,13.0,60.0,50.0,10.0,30.0,58.0,44.0,28.0,33.0
2019-11-24,55.0,,13.0,62.0,52.0,15.0,36.0,54.0,60.0,30.0,6.0
2019-11-25,82.0,,17.0,85.0,63.0,36.0,66.0,72.0,74.0,29.0,31.0
2019-11-26,81.0,,4.0,84.0,60.0,31.0,66.0,74.0,64.0,27.0,44.0
2019-11-27,81.0,,17.0,74.0,60.0,23.0,75.0,73.0,78.0,26.0,40.0
2019-11-28,70.0,,6.0,67.0,52.0,18.0,59.0,65.0,58.0,26.0,28.0
2019-11-29,65.0,,6.0,58.0,48.0,38.0,50.0,60.0,57.0,27.0,29.0
2019-11-30,51.0,,4.0,53.0,49.0,25.0,33.0,51.0,39.0,29.0,17.0
2019-12-01,50.0,,8.0,60.0,52.0,25.0,27.0,52.0,37.0,29.0,23.0
2019-12-02,79.0,,15.0,79.0,59.0,39.0,74.0,69.0,71.0,27.0,30.0
2019-12-03,84.0,,30.0,86.0,63.0,13.0,65.0,74.0,73.0,26.0,27.0
2019-12-04,87.0,,24.0,83.0,69.0,5.0,60.0,76.0,79.0,26.0,28.0
2019-12-05,86.0,,15.0,90.0,63.0,27.0,55.0,78.0,83.0,25.0,43.0
2019-12-06,78.0,,16.0,76.0,61.0,38.0,54.0,69.0,63.0,26.0,22.0
2019-12-07,58.0,,2.0,55.0,50.0,42.0,35.0,51.0,39.0,28.0,19.0
2019-12-08,51.0,,13.0,59.0,52.0,21.0,36.0,49.0,38.0,28.0,21.0
2019-12-09,76.0,,25.0,80.0,62.0,23.0,65.0,73.0,68.0,27.0,38.0
2019-12-10,85.0,,15.0,86.0,63.0,14.0,67.0,72.0,80.0,25.0,44.0
2019-12-11,80.0,,36.0,83.0,62.0,63.0,72.0,77.0,69.0,25.0,26.0
2019-12-12,80.0,,23.0,83.0,60.0,32.0,56.0,76.0,71.0,28.0,33.0
2019-12-13,76.0,,14.0,76.0,60.0,28.0,68.0,66.0,62.0,34.0,34.0
2019-12-14,49.0,,4.0,52.0,48.0,10.0,36.0,53.0,37.0,29.0,14.0
2019-12-15,52.0,,11.0,60.0,50.0,30.0,32.0,50.0,44.0,29.0,28.0
2019-12-16,79.0,,19.0,75.0,65.0,18.0,56.0,74.0,66.0,26.0,35.0
2019-12-17,81.0,,25.0,77.0,62.0,45.0,63.0,71.0,76.0,26.0,40.0
2019-12-18,71.0,,9.0,75.0,57.0,14.0,57.0,64.0,68.0,25.0,32.0
2019-12-19,70.0,,14.0,71.0,59.0,28.0,65.0,64.0,53.0,25.0,35.0
2019-12-20,65.0,,14.0,68.0,53.0,29.0,44.0,65.0,47.0,25.0,29.0
2019-12-21,42.0,,9.0,44.0,40.0,16.0,35.0,47.0,26.0,26.0,14.0
2019-12-22,39.0,,17.0,47.0,42.0,10.0,29.0,44.0,29.0,28.0,15.0
2019-12-23,58.0,,16.0,58.0,44.0,19.0,51.0,57.0,40.0,28.0,33.0
2019-12-24,52.0,,4.0,46.0,43.0,5.0,51.0,51.0,36.0,25.0,24.0
2019-12-25,44.0,,7.0,46.0,39.0,11.0,40.0,48.0,26.0,23.0,27.0
2019-12-26,54.0,,4.0,52.0,47.0,20.0,36.0,54.0,28.0,28.0,21.0
2019-12-27,55.0,,14.0,54.0,44.0,5.0,47.0,53.0,37.0,30.0,42.0
2019-12-28,42.0,,9.0,47.0,43.0,31.0,38.0,50.0,34.0,30.0,24.0
2019-12-29,41.0,,2.0,47.0,46.0,5.0,19.0,46.0,32.0,28.0,10.0
2019-12-30,57.0,,6.0,58.0,46.0,19.0,49.0,55.0,33.0,28.0,25.0
2019-12-31,53.0,,6.0,53.0,42.0,25.0,49.0,51.0,34.0,25.0,22.0
